title,date,author
FOTO MUNARMAN TENGAH DUDUK SANTAI DI BECAK,"Jum'at, 07 Mei 2021", DEPI AGUNG SETIAWAN
7 BUMN BAKAL DIBUBARKAN. PLN DLM TAHAP RESTRUKTURISASI,"Jum'at, 07 Mei 2021", Tommy Sutami
USTADZ ABDUL SOMAD TERLIBAT KASUS PENIPUAN 212 MART,"Selasa, 04 Mei 2021", Tommy Sutami
1.200 MASJID DI PALEMBANG DILARANG GELAR SALAT IDUL FITRI,"Selasa, 04 Mei 2021", Tommy Sutami
VIDEO KETUM PBNU SAID AQIL DIBAPTIS,"Selasa, 04 Mei 2021", Tommy Sutami
USTADZ TENGKU ZULKARNAIN MENINGGAL KARENA ULAH INTELEJEN BINAAN JENDERAL MERAH,"Selasa, 04 Mei 2021", Tommy Sutami
VIDEO WARGA INDIA MENYERANG MOBIL TENAGA MEDIS MENOLAK TES PCR,"Selasa, 04 Mei 2021", Tommy Sutami
"AYAH DAN IBU DITAHAN, BAYI 10 BULAN HARUS IKUT DIPENJARA","Selasa, 04 Mei 2021", ALFIANTO YUSTINOVA
"RILIS MINGGUAN DATA TERPAPAR COVID-19 JATIM MELEDAK, KOTA MADIUN PERINGKAT PERTAMA","Selasa, 04 Mei 2021", DEPI AGUNG SETIAWAN
FOTO KREMATORIUM MAYAT KORBAN COVID-19 DI INDIA TAHUN 2021,"Selasa, 04 Mei 2021", DEPI AGUNG SETIAWAN
"TAK MAMPU SELAMATKAN MANUSIA DARI VIRUS CORONA, WARGA INDIA BUANG PATUNG-PATUNG…","Selasa, 04 Mei 2021", DEPI AGUNG SETIAWAN
LINK ULTAH HONDA KE-50 BERHADIAH 1000 SMARTWATCH,"Selasa, 04 Mei 2021", Tommy Sutami
HEWAN YANG DISEBUT HASIL GABUNGAN DNA KELINCI DAN AYAM,"Jum'at, 30 April 2021", Tommy Sutami
RAJA ARAB SAUDI DAN VATIKAN RESMIKAN GEREJA KATOLIK PERTAMA DI SAUDI,"Jum'at, 30 April 2021", Tommy Sutami
INFOGRAFIS PENOLAKAN VAKSIN CORONA DIANGGAP SEBAGAI BENTUK RASISME,"Jum'at, 30 April 2021", Tommy Sutami
PASUKAN DENJAKA DIKIRIM UNTUK BASMI KKB DI PAPUA,"Jum'at, 30 April 2021", Tommy Sutami
FOTO CT SCAN PARU-PARU PENERIMA VAKSIN CORONA,"Jum'at, 30 April 2021", Tommy Sutami
VIDEO JALAN TIKUS PADAT DI PENUHI PEMUDIK,"Jum'at, 30 April 2021", Tommy Sutami
RUSIA SEBUT COVID-19 ADALAH BAKTERI YANG TERPAPAR RADIASI,"Jum'at, 30 April 2021", Tommy Sutami
VIDEO SEMUA AKSES TOL JAKARTA-SEMARANG DITUTUP,"Jum'at, 30 April 2021", Tommy Sutami
LINK ULTAH OVO KE-60 BERHADIAH 1000 SMARTWATCH,"Jum'at, 30 April 2021", Tommy Sutami
FOTO KONVOI TRUK TRONTON PENGANTAR UANG THR,"Senin, 26 April 2021", DEPI AGUNG SETIAWAN
UNIVERSITAS STANFORD : MASKER TIDAK EFEKTIF CEGAH COVID-19,"Senin, 26 April 2021", Tommy Sutami
UJI COBA VAKSIN ASTRAZENECA PADA ANAK SEBABKAN KEMATIAN MENDADAK,"Senin, 26 April 2021", Tommy Sutami
LINK ULTAH J.CO KE-60 BERHADIAH 1000 SMARTWATCH,"Senin, 26 April 2021", Tommy Sutami
KANTOR LBH JAKARTA JADI MARKAS PKI,"Senin, 26 April 2021", Tommy Sutami
PARTIKEL VIRUS COVID-19 MAMPU MENEMBUS MASKER,"Senin, 26 April 2021", Tommy Sutami
STIKER KHUSUS BUS UNTUK MUDIK ADALAH BISNIS KEMENHUB,"Senin, 26 April 2021", Tommy Sutami
PENERIMA VAKSIN CORONA HARUS DIJAUHI KARENA BAHAYA LONJAKAN PROTEIN,"Senin, 26 April 2021", Tommy Sutami
TAK ADA UJI COBA VAKSIN COVID-19 PADA HEWAN YANG BERHASIL,"Senin, 26 April 2021", Tommy Sutami
TERPIDANA MATI DI INDONESIA HARUS BAYAR SEKITAR 200 JUTA RUPIAH UNTUK BIAYA EKSEKUSI,"Senin, 26 April 2021", DEPI AGUNG SETIAWAN
SURAT BANTUAN RAMADHAN ATASNAMA DIT PD PONTREN KEMENAG RI,"Senin, 26 April 2021", Tommy Sutami
ORANG YANG SUDAH DIVAKSIN DAPAT MENULARKAN PENYAKIT REPRODUKSI,"Jum'at, 16 April 2021", Tommy Sutami
VAKSINASI SAAT MENSTRUASI BISA TURUNKAN IMUN,"Jum'at, 16 April 2021", Tommy Sutami
"10 JUTA PEREMPUAN DI RUSIA BERSTATUS LAJANG, SETIAP PRIA AKAN DIWAJIBKAN UNTUK POLIGAMI","Jum'at, 16 April 2021", DEPI AGUNG SETIAWAN
VAKSIN COVID-19 MENGANDUNG KANDUNGAN LUCIFERASEALAM SEBAGAI ALAT PELACAK,"Jum'at, 16 April 2021", Tommy Sutami
ANGKA KASUS AUTISME NAIK KARENA VAKSIN,"Jum'at, 16 April 2021", Tommy Sutami
EFEK SAMPING VAKSIN COVID-19 AKIBATKAN PENYAKIT HERPES ZOSTER,"Jum'at, 16 April 2021", Tommy Sutami
ANGKA KEMATIAN KARENA VAKSIN CORONA CAPAI 3.005 SEJAK DESEMBER 2020,"Jum'at, 16 April 2021", Tommy Sutami
LINK ULTAH ASUS KE-60 BERHADIAH 1000 SMARTWATCH,"Jum'at, 16 April 2021", Tommy Sutami
TIKTOK BANGUN KAMP CUCI OTAK MUSLIM UIGHUR,"Jum'at, 16 April 2021", Tommy Sutami
POSITIF COVID-19 DISEBABKAN KEKURANGAN VITAMIN BUKAN VIRUS,"Jum'at, 16 April 2021", Tommy Sutami
FOTO SISWA MENULIS FREE WEST PAPUA DI PAPAN TULIS,"Jum'at, 16 April 2021", Tommy Sutami
JOZEPH PAUL ZHANG PELAKU PENGHINA NABI DITANGKAP,"Jum'at, 16 April 2021", Tommy Sutami
"JOKOWI COPOT PRABOWO, AHOK RESMI MASUK KABINET","Jum'at, 16 April 2021", Tommy Sutami
KEMENDIKBUD HILANGKAN NAMA PENDIRI NU DARI KAMUS SEJARAH RI,"Jum'at, 16 April 2021", Tommy Sutami
VIDEO DETIK-DETIK KOPASSUS GERUDUK RUMAH TOMMY SOEHARTO,"Jum'at, 16 April 2021", Tommy Sutami
PEJABAT DENMARK MENINGGAL KARENA DIRACUN SAAT UMUMKAN LARANGAN VAKSIN ASTRAZENECA,"Jum'at, 16 April 2021", Tommy Sutami
PRODUK MAKANAN THAILAND TERPAPAR VIRUS HIV,"Jum'at, 16 April 2021", Tommy Sutami
MRNA BUKAN VAKSIN TAPI TERAPI GEN UNTUK MUTASI VIRUS,"Jum'at, 16 April 2021", Andrean M
"BILL GATES : "" HANYA ORANG YANG MEMILIKI SEMUA VAKSIN YANG MASIH BISA BERGERAK BEBAS""","Jum'at, 16 April 2021", Tommy Sutami
SPANDUK WARGA NAHDILIYIN RINDU KHILAFAH,"Jum'at, 16 April 2021", Tommy Sutami
PERAYAAN PENYAMBUTAN PULUHAN RIBU PENDUKUNG TIMNAS SEPAK BOLA ISLANDIA DITENGAH…,"Jum'at, 16 April 2021", DEPI AGUNG SETIAWAN
UNDIAN BERHADIAH GARUDA INDONESIA,"Jum'at, 16 April 2021", Tommy Sutami
PEMBERITAHUAN TENTANG STIMULUS DAN SUBSIDI LISTRIK DARI SITUS TOKENPLN.SHOP,"Jum'at, 16 April 2021", DEPI AGUNG SETIAWAN
PENTAGON BIKIN MIKROCHIP DETEKSI COVID-19,"Jum'at, 16 April 2021", Tommy Sutami
4 VAKSIN COVID-19 CINA DUDUKI PERINGKAT TERATAS VAKSIN TERAMAN,"Jum'at, 16 April 2021", Andrean M
ORANG LEBIH RENTAN TERINFEKSI VIRUS CORONA SETELAH DI SUNTIK VAKSIN COVID-19,"Jum'at, 16 April 2021", ALFIANTO YUSTINOVA
PENYINTAS COVID-19 BISA LANGSUNG DIVAKSIN USAI JALANI ISOLASI,"Jum'at, 16 April 2021", ALFIANTO YUSTINOVA
FOTO JUDI CASINO HALAL DI ARAB,"Jum'at, 16 April 2021", Tommy Sutami
INGGRIS TURUNKAN STATUS DARURAT COVID KARENA BISA DISEMBUHKAN DENGAN PARACETAMOL,"Jum'at, 16 April 2021", Tommy Sutami
"FOTO SLIP GAJI PETUGAS KEBERSIHAN PERTAMINA RP 13,6 JUTA","Jum'at, 16 April 2021", Tommy Sutami
 KPCPEN BUKA GELOMBANG KE-3 SUBSIDI KUOTA INTERNET 75GB,"Senin, 05 April 2021", Tommy Sutami
RAJA SALMAN JEMPUT PAKSA HABIB RIZIEQ DARI PENJARA,"Senin, 05 April 2021", Tommy Sutami
BEREDAR FOTO BAYI MENGALAMI RUAM SEKUJUR TUBUH SETELAH IBU YANG MENYUSUI DIVAKSIN,"Senin, 05 April 2021", ALFIANTO YUSTINOVA
"WHO : ""TIONGKOK SUDAH BOHONG SOAL ASAL USUL CORONA""","Senin, 05 April 2021", Tommy Sutami
DN AIDIT KETURUNAN ARAB YAMAN,"Senin, 05 April 2021", Tommy Sutami
KETUM PBNU SAID AQIL SIRADJ DALAM KONDISI KRITIS,"Senin, 05 April 2021", Tommy Sutami
"SAMPUL KORAN TEMPO BERJUDUL ""SEBELUM BANJIR BANJIR MIRAS ALLAH DAHULUI DENGAN BANJIR…","Senin, 05 April 2021", Tommy Sutami
LINK ULTAH COCA COLA KE-90 BERHADIAH 1000 SMARTWATCH,"Senin, 05 April 2021", Tommy Sutami
LINK ULTAH TOYOTA KE-100 BERHADIAH 1000 SMARTWATCH,"Senin, 05 April 2021", Tommy Sutami
ANGGOTA BRIMOB MALUKU MENINGGAL DUNIA SETELAH DIVAKSIN ASTRAZENECA,"Senin, 05 April 2021", Tommy Sutami
VAKSIN SINOVAC ILEGAL KARENA TIDAK TERSERTIFIKASI WHO,"Selasa, 30 Maret 2021", Tommy Sutami
BANDARA KERTAJATI JAWA BARAT MELAYANI SERVICE SEPEDA MOTOR,"Selasa, 30 Maret 2021", Tommy Sutami
VIDEO CACING DI MASKER IMPOR ASAL CHINA,"Selasa, 30 Maret 2021", Tommy Sutami
FOTO SEJUMLAH MANTAN ANGGOTA FPI AKAN BUNUH DIRI MASSAL APABILA HABIB RIZIEQ SHIHAB…,"Selasa, 30 Maret 2021", Tommy Sutami
ALAT PEMBERSIH RAPID TEST MENYEBABKAN KANKER,"Selasa, 30 Maret 2021", Tommy Sutami
VIDEO SEBUT VAKSINASI COVID-19 MELEMAHKAN KEKUATAN TNI,"Selasa, 30 Maret 2021", ALFIANTO YUSTINOVA
BANTUAN SOSIAL FINANSIAL BJB RP. 5.500.000,"Selasa, 30 Maret 2021", Tommy Sutami
"MULAI 9 MARET 2021, KAPOLRI LISTYO SIGIT PRABOWO IZINKAN ACARA MUSIK DAN BUDAYA","Selasa, 30 Maret 2021", DEPI AGUNG SETIAWAN
MAHFUD MD SEBUT PELAKU BOM KATEDRAL MAKASSAR ADALAH 3 OKNUM POLISI DARI SUKU BATAK…,"Selasa, 30 Maret 2021", Tommy Sutami
SEGERA ISI BBM!! KARENA AKAN LANGKA AKIBAT KILANG BALONGAN TERBAKAR,"Selasa, 23 Maret 2021", Tommy Sutami
EKSTRAK BUAH NANAS ADALAH OBAT COVID19,"Selasa, 23 Maret 2021", Tommy Sutami
TV ONE MEMUAT BERITA BAHWA HACKER MERETAS WHATSAPP DAN SEBARKAN VIDEO PORNO DAN…,"Selasa, 23 Maret 2021", Tommy Sutami
IDI HIMBAU MASYARAKAT UNTUK TIDAK MUDAH KE RUMAH SAKIT SAAT PANDEMI,"Selasa, 23 Maret 2021", Tommy Sutami
"NAMA ASTRAZENECA MEMILIKI ARTI ""SENJATA YANG MEMBUNUH""","Selasa, 23 Maret 2021", Andrean M
BOM GEREJA DI MAKASSAR DIKENDALIKAN MENGGUNAKAN REMOTE OLEH PKI,"Selasa, 23 Maret 2021", Tommy Sutami
INDONESIA MENDAPATKAN KUOTA HAJI 2021 SEBANYAK 64 RIBU ORANG,"Selasa, 23 Maret 2021", Tommy Sutami
VIDEO BAYI BARU LAHIR DIBUNGKUS PLASTIK UNTUK CEGAH PENULARAN COVID-19,"Selasa, 23 Maret 2021", DEPI AGUNG SETIAWAN
AKUN INSTAGRAM MENGATASNAMAKAN BARESKRIM KOTA BEKASI,"Selasa, 23 Maret 2021", ALFIANTO YUSTINOVA
"BANTUAN PANGAN ""SEMBAKO JAWA BARAT 2021"" DI BANDUNG BARAT DINILAI BURUK","Selasa, 23 Maret 2021", ALFIANTO YUSTINOVA
GRAFIK KADAR ANTIBODI SETELAH DIVAKSIN COVID-19 MENURUN,"Selasa, 23 Maret 2021", ALFIANTO YUSTINOVA
RS SANTO BORROMEUS BANDUNG BUKA PENDAFTARAN VAKSINASI BAGI KELOMPOK NON LANSIA,"Kamis, 11 Maret 2021", Andrean M
"VIDEO JAKSA TERIMA SUAP RP1,5 MILIAR TERKAIT KASUS RIZIEQ SHIHAB","Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
KAPOLDA BELI SENJATA DI PASAR GELAP UNTUK BANTAI LASKAR,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
FADLI ZON SIAP MAJU JADI WAKIL ANIES ATAU AMIEN RAIS DI PILPRES,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
SURAT PENGANGKATAN SELURUH PEGAWAI HONORER MENJADI PNS TANPA TES,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
KEJUARAAN ALL ENGLAND 2021 RESMI DIHENTIKAN,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
WAGUB JABAR BACK UP SEBUAH BANGUNAN GEDUNG DI BANDUNG YANG TAK MEMILIKI IMB,"Kamis, 11 Maret 2021", DEPI AGUNG SETIAWAN
PEMENANG HADIAH RP 50 JUTA MENGATASNAMAKAN BANK CIMB NIAGA,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
MANTAN GUBERNUR JAWA TIMUR SOEKARWO MENINGGAL DUNIA,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
UNDIAN BERHADIAH DARI STARBUCKS COFFEE,"Kamis, 11 Maret 2021", ALFIANTO YUSTINOVA
PEMBUNUHAN PULUHAN ANJING OLEH TENTARA MYANMAR,"Senin, 08 Maret 2021", DEPI AGUNG SETIAWAN
VAKSIN SINOVAC SEBENARNYA DI GUNAKAN UNTUK AYAM DAN UNGGAS,"Senin, 08 Maret 2021", Tommy Sutami
VAKSIN SINOVAC SEBENARNYA DITUJUKAN UNTUK AYAM DAN BARCODE ASLINYA DITUKAR,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
VAKSIN ASTRAZENECA MENYEBABKAN PEMBEKUAN DARAH DENGAN TUJUAN GENOSIDA,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
SETELAH DIVAKSIN LEBIH MUDAH TERINFEKSI COVID-19,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
AKUN FACEBOOK MENGATASNAMAKAN WALIKOTA BOGOR,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
RIDWAN KAMIL UMUMKAN VAKSINASI UNTUK MASYARAKAT UMUM JAWA BARAT MULAI 18 MARET 2021,"Senin, 08 Maret 2021", DEPI AGUNG SETIAWAN
KFC SEDIAKAN HADIAH BUCKET AYAM DI PERINGATAN HARI PEREMPUAN INTERNASIONAL 2021,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
AKUN FACEBOOK MENGATASNAMAKAN BUPATI SUKABUMI,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
LINK SURVEI TELKOMSEL BERHADIAH IPHONE 12 PRO UNTUK 50 ORANG,"Senin, 08 Maret 2021", ALFIANTO YUSTINOVA
AKUN INSTAGRAM MENGATASNAMAKAN KARTU PRAKERJA,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
PENGGUNAAN MASKER SEBABKAN MANUSIA KERACUNAN CO2,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
PROGRAM BANTUAN BPJS KESEHATAN DIGANTI DENGAN UANG TUNAI 200 JUTA,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
BANYAK DATA ORANG MENINGGAL KARENA VAKSIN COVID-19,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
BIO FARMA ADAKAN PROGRAM VAKSINASI GRATIS PADA 12 MARET 2021,"Jum'at, 26 Februari 2021", Tommy Sutami
MANTAN PENELITI PFIZER SEBUT VAKSIN COVID-19 DAPAT SEBABKAN KEMANDULAN PADA WANITA,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
"PESAN BERANTAI TENTANG KETENTUAN TILANG ELEKTRONIK, BESARAN SANKSI BISA SAMPAI 5…","Jum'at, 26 Februari 2021", DEPI AGUNG SETIAWAN
"PEMILIK E-KTP DAPAT BANTUAN TUNAI RP 3,5 JUTA","Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
UNDANGAN RAKERNAS KADIS KESEHATAN KOTA BANDUNG 27-28 FEBRUARI 2021,"Jum'at, 26 Februari 2021", ALFIANTO YUSTINOVA
ANNISA POHAN GEREBEK AHY DENGAN WANITA LAIN,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
ARAB SAUDI TOLAK JEMAAH HAJI INDONESIA KARENA BELUM BAYAR AKOMODASI,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
PERNYATAAN MENKOMINFO: OPM GUNAKAN MEDIA UNTUK PROPAGANDA,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
STOP PEMAKAIAN STICKER DI WHATSAP KARENA PEMBAYARANNYA DIBEBANKAN KEPADA YANG MENERIMA,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
TWEET AA GYM KOMENTARI KINERJA ANIES BASWEDAN TERKAIT PENANGANAN BANJIR,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
AKUN WHATSAPP PALSU MENGATASNAMAKAN JUBIR VAKSIN COVID-19 KEMENKES SITI NADIA TARMIZI,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
JUAL MINUMAN KERAS HUKUMNYA BOLEH UNTUK MEMBANTU KAS NEGARA,"Kamis, 18 Februari 2021", DEPI AGUNG SETIAWAN
VIDEO POLISI TIONGKOK GELAR LATIHAN DI LIPPO CIKARANG,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
SEORANG HACKER SEBUT AKAN RETAS RATUSAN SITUS MILIK INDONESIA,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
MEMAKAI MASKER SETAHUN BIKIN KANKER,"Kamis, 18 Februari 2021", Tommy Sutami
ASAP ROKOK BISA MENYEBARKAN COVID-19,"Kamis, 18 Februari 2021", ALFIANTO YUSTINOVA
VIDEO BANJIR DAN EVAKUASI WARGA DI BANDAR LAMPUNG,"Jum'at, 12 Februari 2021", ALFIANTO YUSTINOVA
VIDEO WANITA DI KORSEL MENGALAMI EFEK SAMPING VAKSIN CORONA,"Jum'at, 12 Februari 2021", ALFIANTO YUSTINOVA
BANYAK KEMATIAN DI ISRAEL AKIBAT VAKSIN COVID-19,"Jum'at, 12 Februari 2021", ALFIANTO YUSTINOVA
FOTO WANITA BERCADAR MENCARI PRIA YANG INGIN KAWIN KONTRAK,"Jum'at, 12 Februari 2021", ALFIANTO YUSTINOVA
PESAN BERANTAI BERISI INFORMASI PENDAFTARAN VAKSINASI COVID-19 UNTUK LANSIA,"Jum'at, 12 Februari 2021", ALFIANTO YUSTINOVA
"WADUK JATILUHUR RETAK DAN AKAN DIBUKA, HATI-HATI 23-25 FEBRUARI AKAN ADA BANJIR…","Jum'at, 12 Februari 2021", Tommy Sutami
PERMEN SUSU MENGANDUNG NARKOBA JENIS BENZODIAZEPIN ,"Jum'at, 12 Februari 2021", Tommy Sutami
BENARKAH ARMAND MAULANA MENINGGAL DUNIA?,"Jum'at, 12 Februari 2021", Tommy Sutami
USTAZ MAHEER MENINGGAL KARENA DI SIKSA,"Jum'at, 12 Februari 2021", Tommy Sutami
YUDHOYONO FOUNDATION DAPAT HIBAH 9 MILYAR BERSUMBER DARI APBD PACITAN,"Jum'at, 12 Februari 2021", DEPI AGUNG SETIAWAN
FOTO PENANGKAPAN AUNG SAN SUU KYI OLEH MILITER MYANMAR SAAT KUDETA 1 FEBRUARI 2021,"Senin, 08 Februari 2021", DEPI AGUNG SETIAWAN
MELANIA TRUMP PAMERKAN KAOS BERGAMBAR DONALD TRUMP BERTULISKAN SAYA AKAN KEMBALI,"Senin, 08 Februari 2021", DEPI AGUNG SETIAWAN
MENTERI AGAMA TANDATANGANI LARANGAN SHALAT JUMAT,"Senin, 08 Februari 2021", Tommy Sutami
AKUN INSTAGRAM MENGATASNAMAKAN BEKASI KEREN,"Senin, 08 Februari 2021", ALFIANTO YUSTINOVA
ADANYA PELANGGARAN HAM DALAM KASUS MENINGGALNYA USTAZ MAHEER,"Senin, 08 Februari 2021", Tommy Sutami
FADLI ZON DIUSIR DARI MINANGKABAU DAN MENDEKAM DI PENJARA,"Senin, 08 Februari 2021", ALFIANTO YUSTINOVA
DAHLAN ISKAN MENINGGAL DUNIA,"Senin, 08 Februari 2021", DEPI AGUNG SETIAWAN
PESAWAT SRIWIJAYA AIR SJ 182 MELEDAK DI UDARA,"Senin, 08 Februari 2021", ALFIANTO YUSTINOVA
USTAZ MAAHER MENINGGAL SETELAH DISUNTIK PAKSA VAKSIN,"Senin, 08 Februari 2021", ALFIANTO YUSTINOVA
VTUBE RESMI DILINDUNGI PEMERINTAH INDONESIA ,"Kamis, 04 Februari 2021", DEPI AGUNG SETIAWAN
FOTO BANJIR DARAH DI PEKALONGAN,"Kamis, 04 Februari 2021", ALFIANTO YUSTINOVA
"BENDUNGAN WALAHAR AIRNYA MELUAP, YANG DI KARAWANG SIAP-SIAP","Kamis, 04 Februari 2021", DEPI AGUNG SETIAWAN
PENDAFTARAN VAKSIN COVID19 GRATIS DARI WHO,"Kamis, 04 Februari 2021", Tommy Sutami
GENOSE DETEKSI COVID19 DALAM 10 DETIK,"Kamis, 04 Februari 2021", Tommy Sutami
BPN BAKAL TARIK SEMUA SERTIFIKAT TANAH ASLI TAHUN INI,"Kamis, 04 Februari 2021", ALFIANTO YUSTINOVA
GENOSE C19 DIPERJUAL BELIKAN DI SITUS BELANJA ONLINE,"Kamis, 04 Februari 2021", Tommy Sutami
WARGA MALANG SEMBUH DARI COVID19 SETELAH MENGKONSUMSI OBAT DR RICHARD CLAPROTH,"Kamis, 04 Februari 2021", Tommy Sutami
MINUM JUS APEL SETIAP HARI BISA MEMPERBESAR MR P,"Kamis, 04 Februari 2021", ALFIANTO YUSTINOVA
VIRUS COVID-19 MUNCUL KARENA ADANYA TES RAPID DAN PCR,"Kamis, 04 Februari 2021", ALFIANTO YUSTINOVA
MASA PSBB JAWA DAN BALI DIPERPANJANG SAMPAI 28 MARET 2021,"Kamis, 04 Februari 2021", DEPI AGUNG SETIAWAN
TANZANIA SATU-SATUNYA NEGARA YANG TIDAK MEMILIKI KASUS COVID-19,"Senin, 01 Februari 2021", ALFIANTO YUSTINOVA
JOKOWI TUNJUK RISMA GANTIKAN ANIES BASWEDAN,"Senin, 01 Februari 2021", ALFIANTO YUSTINOVA
"MALAYSIA BANJIR, AIRNYA JERNIH","Senin, 01 Februari 2021", DEPI AGUNG SETIAWAN
"PIMPIN RAPAT, PRESIDEN PUTIN KENAKAN JAS HAZMAT","Senin, 01 Februari 2021", DEPI AGUNG SETIAWAN
MARK ZUCKERBERG AKAN BERI $1000 KE SEMUA ORANG AGAR BERHENTI MEMBAGIKAN HOAX DI…,"Senin, 01 Februari 2021", Tommy Sutami
WHATSAPP BISA MENGGUNAKAN ATAU MEMPUBLIKASIKAN FOTO DAN KIRIMAN PRIBADI PELANGGAN,"Senin, 01 Februari 2021", Tommy Sutami
MENDAPATKAN HADIAH DARI PT WHATSAPP TAHUN 2021,"Senin, 01 Februari 2021", ALFIANTO YUSTINOVA
VIDEO WAJAH ASISTEN RUMAH TANGGA DITENDANG BERKALI-KALI,"Senin, 01 Februari 2021", ALFIANTO YUSTINOVA
"EFEK SAMPING VAKSIN COVID-19, KAKI RELAWAN MELEPUH","Senin, 01 Februari 2021", ALFIANTO YUSTINOVA
INFO LOWONGAN KERJA PT ANGKASA PURA I TAHUN 2021,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
"KOMINFO BANTUAN PULSA 200RB DAN KUOTA 75GB UNTUK DOSEN, GURU, SISWA, MAHASISWA SELAMA…","Selasa, 26 Januari 2021", Tommy Sutami
BENARKAH BELI PULSA KENA PAJAK?,"Selasa, 26 Januari 2021", Tommy Sutami
VIDEO PERNYATAAN MENDIANG SADDAM HUSSEIN TENTANG ANCAMAN CORONA DI NEGARANYA,"Selasa, 26 Januari 2021", DEPI AGUNG SETIAWAN
AKUN WHATSAPP MENGATASNAMAKAN ISTRI WAKIL BUPATI BOGOR,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
KEMENKOMINFO BEKERJASAMA DENGAN KEMENKOP UKM MEMBERIKAN BLT SEBESAR RP.4 JUTA,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
"JARUM SUNTIK VAKSIN COVID19 PARA PEMIMPIN DUNIA ADALAH ""SANDIWARA""","Selasa, 26 Januari 2021", Tommy Sutami
1 BATALION TENTARA ASAL TIONGKOK AKAN MASUK INDONESIA,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
BANTUAN SOSIAL FINANSIAL RP. 3.550.000 BAGI YANG KERJA TAHUN 2000 DAN 2021,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
VAKSIN BERISI ROBOT NANO DAN CHIP RFID,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
PESAN WHATSAPP GOLD DAN MARTINELLI,"Selasa, 26 Januari 2021", ALFIANTO YUSTINOVA
FOTO BAYI KRITIS KORBAN VAKSINASI COVID-19,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
PESAN WA NGAKU KASIR INDOMARET SALAH KIRIM KODE VOUCHER GAME BERBAHASA THAILAND,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
"AKUN FACEBOOK MENGATASNAMAKAN WALIKOTA CIREBON, NASHRUDIN AZIS","Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
AKUN FACEBOOK MENGATASNAMAKAN BUPATI PURWAKARTA,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
GELANG POWER BALANCE BISA MENANGKAL VIRUS CORONA,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
STATUS BERLOGO WHATSAPP ADALAH PENIPUAN UNTUK ALIHKAN DATA PRIBADI DAN REKENING…,"Senin, 25 Januari 2021", DEPI AGUNG SETIAWAN
KAYU INDIA BISA SEMBUHKAN COVID-19,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
FOTO PERUBAHAN WAJAH SEBELUM DAN SESUDAH DIVAKSIN COVID-19,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
KEPALA BPOM DITEKAN DAN DIANCAM UNTUK KELUARKAN IZIN SINOVAC,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
DOKTER DI PALEMBANG TEWAS SETELAH DIVAKSIN CORONA,"Senin, 25 Januari 2021", ALFIANTO YUSTINOVA
FOTO MUKA HABIB RIZIEQ SHIHAB HABIS DIPUKULI,"Jum'at, 22 Januari 2021", ALFIANTO YUSTINOVA
FOTO KEMASAN VAKSIN PFIZER BERBENTUK ROKOK ELEKTRONIK,"Jum'at, 22 Januari 2021", DEPI AGUNG SETIAWAN
